customer_id,risk_segment,value_segment,churn_probability
CUST_005496,Low Risk/Stable,Silver,0.101916514
CUST_005497,High Risk,Silver,0.49823102
CUST_005498,Medium Risk,Silver,0.26054898
CUST_005499,High Risk,Platinum,0.4769141
CUST_005500,High Risk,Silver,0.617678
CUST_005501,Low Risk/Stable,Platinum,0.08950179
CUST_005502,Medium Risk,Silver,0.15059115
CUST_005503,Low Risk/Stable,Silver,0.080815025
CUST_005504,Medium Risk,Gold,0.21873043
CUST_005505,Medium Risk,Silver,0.26996037
CUST_005506,Medium Risk,Silver,0.2992938
CUST_005507,Low Risk/Stable,Silver,0.12309423
CUST_005508,Low Risk/Stable,Silver,0.0641012
CUST_005509,Low Risk/Stable,Silver,0.082754925
CUST_005510,Low Risk/Stable,Silver,0.08309683
CUST_005511,Medium Risk,Silver,0.3738431
CUST_005512,Medium Risk,Silver,0.32409286
CUST_005513,Low Risk/Stable,Silver,0.101742215
CUST_005514,Low Risk/Stable,Silver,0.11287687
CUST_005515,Medium Risk,Silver,0.16838056
CUST_005516,Low Risk/Stable,Silver,0.07878848
CUST_005517,Medium Risk,Silver,0.36168182
CUST_005518,Medium Risk,Silver,0.31965056
CUST_005519,Low Risk/Stable,Silver,0.12450345
CUST_005520,Medium Risk,Silver,0.21183522
CUST_005521,Low Risk/Stable,Silver,0.08568167
CUST_005522,Low Risk/Stable,Silver,0.08997663
CUST_005523,Low Risk/Stable,Silver,0.12579499
CUST_005524,Low Risk/Stable,Platinum,0.12833573
CUST_005525,Low Risk/Stable,Gold,0.12072688
CUST_005526,Medium Risk,Silver,0.16000715
CUST_005527,Low Risk/Stable,Platinum,0.09434936
CUST_005528,Critical,Silver,0.73967457
CUST_005529,Low Risk/Stable,Platinum,0.07739756
CUST_005530,Medium Risk,Silver,0.15892257
CUST_005531,Low Risk/Stable,Silver,0.091034405
CUST_005532,Low Risk/Stable,Silver,0.07243719
CUST_005533,Low Risk/Stable,Silver,0.14072432
CUST_005534,High Risk,Silver,0.46054435
CUST_005535,Low Risk/Stable,Silver,0.077051565
CUST_005536,High Risk,Silver,0.5974349
CUST_005537,Medium Risk,Silver,0.17541263
CUST_005538,Low Risk/Stable,Silver,0.04543513
CUST_005539,Low Risk/Stable,Silver,0.07134715
CUST_005540,Low Risk/Stable,Silver,0.110224925
CUST_005541,Low Risk/Stable,Silver,0.12495981
CUST_005542,Medium Risk,Silver,0.19524099
CUST_005543,Low Risk/Stable,Silver,0.06478022
CUST_005544,Low Risk/Stable,Silver,0.093879364
CUST_005545,Low Risk/Stable,Silver,0.06804363
CUST_005546,Medium Risk,Silver,0.18759777
CUST_005547,Low Risk/Stable,Gold,0.08993293
CUST_005548,High Risk,Silver,0.5014442
CUST_005549,Medium Risk,Silver,0.1517889
CUST_005550,Low Risk/Stable,Silver,0.065418944
CUST_005551,Low Risk/Stable,Silver,0.0582395
CUST_005552,Low Risk/Stable,Silver,0.07544057
CUST_005553,Low Risk/Stable,Silver,0.081805974
CUST_005554,Low Risk/Stable,Platinum,0.13904886
CUST_005555,Medium Risk,Silver,0.16869734
CUST_005556,Medium Risk,Silver,0.26803532
CUST_005557,Low Risk/Stable,Platinum,0.116405204
CUST_005558,Medium Risk,Silver,0.15857036
CUST_005559,Low Risk/Stable,Silver,0.104952425
CUST_005560,Low Risk/Stable,Silver,0.10555071
CUST_005561,Low Risk/Stable,Silver,0.0897043
CUST_005562,Low Risk/Stable,Platinum,0.075233825
CUST_005563,Low Risk/Stable,Silver,0.1274607
CUST_005564,Low Risk/Stable,Silver,0.13717261
CUST_005565,High Risk,Silver,0.63305306
CUST_005566,Low Risk/Stable,Silver,0.059418563
CUST_005567,Low Risk/Stable,Silver,0.084162645
CUST_005568,Low Risk/Stable,Gold,0.08417248
CUST_005569,Low Risk/Stable,Platinum,0.10509955
CUST_005570,Medium Risk,Silver,0.20054889
CUST_005571,Medium Risk,Platinum,0.18658286
CUST_005572,Low Risk/Stable,Platinum,0.11609054
CUST_005573,Medium Risk,Silver,0.18058707
CUST_005574,Medium Risk,Gold,0.28492916
CUST_005575,Medium Risk,Silver,0.24550276
CUST_005576,Low Risk/Stable,Silver,0.13288815
CUST_005577,Medium Risk,Silver,0.18784936
CUST_005578,Low Risk/Stable,Silver,0.08779592
CUST_005579,Low Risk/Stable,Silver,0.09596081
CUST_005580,Critical,Silver,0.73028356
CUST_005581,Low Risk/Stable,Silver,0.11666388
CUST_005582,Medium Risk,Silver,0.18272145
CUST_005583,Low Risk/Stable,Silver,0.123898186
CUST_005584,Medium Risk,Silver,0.20536806
CUST_005585,Critical,Silver,0.7789019
CUST_005586,Critical,Silver,0.7096104
CUST_005587,Low Risk/Stable,Gold,0.09759697
CUST_005588,Low Risk/Stable,Silver,0.06585712
CUST_005589,Low Risk/Stable,Gold,0.060743533
CUST_005590,Medium Risk,Silver,0.340953
CUST_005591,Low Risk/Stable,Gold,0.11498245
CUST_005592,Low Risk/Stable,Silver,0.11769779
CUST_005593,High Risk,Silver,0.6353891
CUST_005594,Medium Risk,Silver,0.3443305
CUST_005595,Low Risk/Stable,Silver,0.1195675
CUST_005596,High Risk,Silver,0.526758
CUST_005597,Low Risk/Stable,Silver,0.096985124
CUST_005598,Low Risk/Stable,Silver,0.096213385
CUST_005599,High Risk,Silver,0.43329176
CUST_005600,Medium Risk,Silver,0.17325188
CUST_005601,Medium Risk,Gold,0.26321355
CUST_005602,Low Risk/Stable,Silver,0.06406061
CUST_005603,Low Risk/Stable,Silver,0.105866924
CUST_005604,Medium Risk,Silver,0.16881043
CUST_005605,Medium Risk,Silver,0.17042959
CUST_005606,Low Risk/Stable,Silver,0.1420868
CUST_005607,Medium Risk,Silver,0.18573062
CUST_005608,Medium Risk,Silver,0.18457122
CUST_005609,Low Risk/Stable,Silver,0.06569529
CUST_005610,Low Risk/Stable,Silver,0.1176996
CUST_005611,Medium Risk,Silver,0.23621865
CUST_005612,Low Risk/Stable,Silver,0.048902538
CUST_005613,High Risk,Silver,0.51589185
CUST_005614,Low Risk/Stable,Silver,0.05814602
CUST_005615,Low Risk/Stable,Gold,0.08098702
CUST_005616,Low Risk/Stable,Silver,0.12527546
CUST_005617,Low Risk/Stable,Silver,0.080422364
CUST_005618,Low Risk/Stable,Silver,0.14262253
CUST_005619,Medium Risk,Silver,0.17280705
CUST_005620,Low Risk/Stable,Silver,0.123060286
CUST_005621,Low Risk/Stable,Silver,0.07458625
CUST_005622,Medium Risk,Silver,0.15647593
CUST_005623,Low Risk/Stable,Gold,0.06879279
CUST_005624,Medium Risk,Silver,0.1546649
CUST_005625,Low Risk/Stable,Platinum,0.13309428
CUST_005626,Low Risk/Stable,Silver,0.08539265
CUST_005627,Low Risk/Stable,Gold,0.1324936
CUST_005628,Low Risk/Stable,Silver,0.06406861
CUST_005629,Medium Risk,Silver,0.23618013
CUST_005630,Low Risk/Stable,Silver,0.07459872
CUST_005631,Medium Risk,Silver,0.1761103
CUST_005632,Low Risk/Stable,Silver,0.09256126
CUST_005633,Medium Risk,Silver,0.2919134
CUST_005634,Medium Risk,Silver,0.3002797
CUST_005635,Medium Risk,Platinum,0.17748363
CUST_005636,Low Risk/Stable,Gold,0.10104049
CUST_005637,Low Risk/Stable,Silver,0.08251038
CUST_005638,Medium Risk,Silver,0.34623203
CUST_005639,Low Risk/Stable,Silver,0.110312566
CUST_005640,Low Risk/Stable,Silver,0.11151888
CUST_005641,Low Risk/Stable,Silver,0.13191052
CUST_005642,Low Risk/Stable,Silver,0.08400008
CUST_005643,Medium Risk,Silver,0.3684802
CUST_005644,Medium Risk,Silver,0.22661012
CUST_005645,Medium Risk,Silver,0.15189888
CUST_005646,Medium Risk,Silver,0.22332141
CUST_005647,Low Risk/Stable,Silver,0.07172565
CUST_005648,Medium Risk,Silver,0.16956069
CUST_005649,Low Risk/Stable,Platinum,0.056172024
CUST_005650,Low Risk/Stable,Silver,0.11553838
CUST_005651,Low Risk/Stable,Gold,0.13010691
CUST_005652,Low Risk/Stable,Silver,0.06549914
CUST_005653,Medium Risk,Silver,0.23819147
CUST_005654,Medium Risk,Silver,0.372223
CUST_005655,Medium Risk,Silver,0.27323905
CUST_005656,Critical,Silver,0.7692177
CUST_005657,Low Risk/Stable,Silver,0.11597681
CUST_005658,Medium Risk,Silver,0.21784581
CUST_005659,Low Risk/Stable,Silver,0.09436295
CUST_005660,Low Risk/Stable,Silver,0.050249215
CUST_005661,Low Risk/Stable,Silver,0.12929653
CUST_005662,Low Risk/Stable,Silver,0.117913224
CUST_005663,Medium Risk,Gold,0.324138
CUST_005664,Medium Risk,Silver,0.19142248
CUST_005665,Medium Risk,Silver,0.20165177
CUST_005666,Medium Risk,Silver,0.37203062
CUST_005667,Low Risk/Stable,Silver,0.06883398
CUST_005668,Low Risk/Stable,Silver,0.12917775
CUST_005669,Medium Risk,Gold,0.3467872
CUST_005670,Low Risk/Stable,Silver,0.11609767
CUST_005671,Low Risk/Stable,Silver,0.109309904
CUST_005672,Low Risk/Stable,Silver,0.08179329
CUST_005673,Low Risk/Stable,Gold,0.107427284
CUST_005674,Low Risk/Stable,Silver,0.062043127
CUST_005675,Low Risk/Stable,Silver,0.1263157
CUST_005676,Low Risk/Stable,Silver,0.097947374
CUST_005677,Low Risk/Stable,Silver,0.07284156
CUST_005678,Low Risk/Stable,Silver,0.06668985
CUST_005679,Low Risk/Stable,Silver,0.12024333
CUST_005680,Low Risk/Stable,Silver,0.13008346
CUST_005681,Low Risk/Stable,Silver,0.055960823
CUST_005682,Low Risk/Stable,Silver,0.09668118
CUST_005683,High Risk,Silver,0.4731603
CUST_005684,Low Risk/Stable,Silver,0.094403155
CUST_005685,Medium Risk,Platinum,0.22180156
CUST_005686,Low Risk/Stable,Silver,0.11134522
CUST_005687,Medium Risk,Silver,0.15893552
CUST_005688,Low Risk/Stable,Silver,0.090966836
CUST_005689,Low Risk/Stable,Silver,0.12463927
CUST_005690,Critical,Silver,0.7823626
CUST_005691,Medium Risk,Silver,0.37654167
CUST_005692,Critical,Silver,0.76763797
CUST_005693,High Risk,Silver,0.47260317
CUST_005694,Low Risk/Stable,Gold,0.076234296
CUST_005695,Low Risk/Stable,Platinum,0.10372406
CUST_005696,Medium Risk,Silver,0.22278307
CUST_005697,Low Risk/Stable,Silver,0.060136653
CUST_005698,High Risk,Silver,0.6243393
CUST_005699,Low Risk/Stable,Silver,0.13181081
CUST_005700,Medium Risk,Silver,0.17521283
CUST_005701,Low Risk/Stable,Silver,0.10602564
CUST_005702,Low Risk/Stable,Gold,0.07239644
CUST_005703,Medium Risk,Silver,0.3017414
CUST_005704,High Risk,Silver,0.4217926
CUST_005705,Low Risk/Stable,Silver,0.1497143
CUST_005706,High Risk,Silver,0.50664943
CUST_005707,Low Risk/Stable,Platinum,0.102027796
CUST_005708,Low Risk/Stable,Silver,0.096279025
CUST_005709,Medium Risk,Silver,0.15670854
CUST_005710,Low Risk/Stable,Silver,0.12080241
CUST_005711,Low Risk/Stable,Silver,0.088084616
CUST_005712,Low Risk/Stable,Silver,0.13239734
CUST_005713,Low Risk/Stable,Gold,0.10149048
CUST_005714,Low Risk/Stable,Silver,0.103137106
CUST_005715,Medium Risk,Platinum,0.17718151
CUST_005716,Medium Risk,Gold,0.27627873
CUST_005717,Low Risk/Stable,Silver,0.08277113
CUST_005718,Low Risk/Stable,Platinum,0.1289434
CUST_005719,Low Risk/Stable,Silver,0.07800389
CUST_005720,Low Risk/Stable,Gold,0.074086875
CUST_005721,High Risk,Silver,0.49005005
CUST_005722,Low Risk/Stable,Silver,0.080255836
CUST_005723,Medium Risk,Silver,0.16729279
CUST_005724,Low Risk/Stable,Silver,0.1448565
CUST_005725,Low Risk/Stable,Platinum,0.10835711
CUST_005726,Low Risk/Stable,Silver,0.07221164
CUST_005727,Medium Risk,Silver,0.18569705
CUST_005728,Low Risk/Stable,Gold,0.056281473
CUST_005729,Low Risk/Stable,Silver,0.0902697
CUST_005730,Medium Risk,Silver,0.31217995
CUST_005731,Low Risk/Stable,Silver,0.10953245
CUST_005732,High Risk,Silver,0.4267744
CUST_005733,Low Risk/Stable,Silver,0.066504374
CUST_005734,Medium Risk,Silver,0.19609615
CUST_005735,Low Risk/Stable,Silver,0.051189456
CUST_005736,Low Risk/Stable,Platinum,0.14263016
CUST_005737,Low Risk/Stable,Silver,0.117193505
CUST_005738,Low Risk/Stable,Silver,0.14101127
CUST_005739,Low Risk/Stable,Platinum,0.06632651
CUST_005740,Low Risk/Stable,Silver,0.14810127
CUST_005741,Low Risk/Stable,Silver,0.08790218
CUST_005742,Low Risk/Stable,Silver,0.07342285
CUST_005743,Low Risk/Stable,Gold,0.06950502
CUST_005744,Medium Risk,Silver,0.18385766
CUST_005745,Medium Risk,Platinum,0.15577683
CUST_005746,Low Risk/Stable,Silver,0.111984745
CUST_005747,Low Risk/Stable,Gold,0.057120185
CUST_005748,Low Risk/Stable,Platinum,0.10725217
CUST_005749,High Risk,Silver,0.68662506
CUST_005750,Low Risk/Stable,Silver,0.07178633
CUST_005751,Low Risk/Stable,Silver,0.08472352
CUST_005752,Low Risk/Stable,Silver,0.105590865
CUST_005753,Low Risk/Stable,Silver,0.110164024
CUST_005754,Low Risk/Stable,Gold,0.10772497
CUST_005755,Low Risk/Stable,Platinum,0.14318508
CUST_005756,Medium Risk,Silver,0.20694785
CUST_005757,Low Risk/Stable,Gold,0.13646975
CUST_005758,Medium Risk,Silver,0.15332991
CUST_005759,High Risk,Silver,0.5767207
CUST_005760,Low Risk/Stable,Platinum,0.060089275
CUST_005761,Low Risk/Stable,Silver,0.14483714
CUST_005762,Low Risk/Stable,Silver,0.10178205
CUST_005763,Low Risk/Stable,Silver,0.09482557
CUST_005764,High Risk,Silver,0.55871075
CUST_005765,Low Risk/Stable,Silver,0.08928135
CUST_005766,Medium Risk,Silver,0.21050636
CUST_005767,Low Risk/Stable,Gold,0.079943374
CUST_005768,Low Risk/Stable,Silver,0.12537846
CUST_005769,Medium Risk,Silver,0.21786137
CUST_005770,Medium Risk,Silver,0.16770701
CUST_005771,Low Risk/Stable,Silver,0.11019354
CUST_005772,Low Risk/Stable,Gold,0.10111118
CUST_005773,Low Risk/Stable,Silver,0.073139004
CUST_005774,Low Risk/Stable,Gold,0.10149987
CUST_005775,Medium Risk,Silver,0.1763698
CUST_005776,Low Risk/Stable,Silver,0.053684145
CUST_005777,Low Risk/Stable,Silver,0.1159397
CUST_005778,Low Risk/Stable,Silver,0.10070658
CUST_005779,Medium Risk,Silver,0.22234961
CUST_005780,Low Risk/Stable,Silver,0.07328545
CUST_005781,Low Risk/Stable,Silver,0.12867902
CUST_005782,Low Risk/Stable,Silver,0.13117787
CUST_005783,Medium Risk,Silver,0.32333198
CUST_005784,Medium Risk,Silver,0.23196845
CUST_005785,High Risk,Silver,0.43752882
CUST_005786,Low Risk/Stable,Silver,0.08843491
CUST_005787,Medium Risk,Silver,0.16008656
CUST_005788,Low Risk/Stable,Gold,0.081617445
CUST_005789,Low Risk/Stable,Silver,0.12998949
CUST_005790,Low Risk/Stable,Silver,0.14649335
CUST_005791,Medium Risk,Silver,0.2832644
CUST_005792,Critical,Platinum,0.74743044
CUST_005793,Low Risk/Stable,Silver,0.13559839
CUST_005794,Low Risk/Stable,Platinum,0.13869484
CUST_005795,Low Risk/Stable,Silver,0.0704242
CUST_005796,Low Risk/Stable,Silver,0.12293132
CUST_005797,Medium Risk,Platinum,0.2131902
CUST_005798,Low Risk/Stable,Platinum,0.08676332
CUST_005799,Medium Risk,Platinum,0.17329144
CUST_005800,Medium Risk,Silver,0.20926638
CUST_005801,Low Risk/Stable,Silver,0.0633006
CUST_005802,Medium Risk,Silver,0.22480477
CUST_005803,Low Risk/Stable,Silver,0.07969454
CUST_005804,Medium Risk,Silver,0.34253433
CUST_005805,Low Risk/Stable,Silver,0.091198444
CUST_005806,Low Risk/Stable,Silver,0.14698894
CUST_005807,High Risk,Silver,0.6930337
CUST_005808,Low Risk/Stable,Silver,0.05602623
CUST_005809,Low Risk/Stable,Silver,0.07902563
CUST_005810,Low Risk/Stable,Silver,0.11089649
CUST_005811,Low Risk/Stable,Silver,0.07704024
CUST_005812,Low Risk/Stable,Silver,0.13278829
CUST_005813,Low Risk/Stable,Silver,0.10759705
CUST_005814,Medium Risk,Silver,0.16366751
CUST_005815,High Risk,Silver,0.46067718
CUST_005816,Low Risk/Stable,Silver,0.08327933
CUST_005817,High Risk,Silver,0.4980644
CUST_005818,Medium Risk,Silver,0.20041911
CUST_005819,Low Risk/Stable,Gold,0.1223403
CUST_005820,Low Risk/Stable,Silver,0.14877516
CUST_005821,Low Risk/Stable,Silver,0.10364277
CUST_005822,Low Risk/Stable,Silver,0.12062417
CUST_005823,Medium Risk,Silver,0.17489299
CUST_005824,Medium Risk,Silver,0.3781932
CUST_005825,Low Risk/Stable,Silver,0.13816513
CUST_005826,Medium Risk,Silver,0.16645509
CUST_005827,Low Risk/Stable,Silver,0.105886966
CUST_005828,Low Risk/Stable,Silver,0.05520534
CUST_005829,Medium Risk,Gold,0.2995691
CUST_005830,Low Risk/Stable,Gold,0.10155455
CUST_005831,Low Risk/Stable,Silver,0.1317996
CUST_005832,High Risk,Silver,0.66985726
CUST_005833,Low Risk/Stable,Silver,0.12823552
CUST_005834,Low Risk/Stable,Gold,0.13024615
CUST_005835,High Risk,Silver,0.57748234
CUST_005836,Low Risk/Stable,Platinum,0.09747966
CUST_005837,Low Risk/Stable,Silver,0.05866704
CUST_005838,Low Risk/Stable,Platinum,0.06506414
CUST_005839,Low Risk/Stable,Silver,0.08437621
CUST_005840,Medium Risk,Silver,0.15980901
CUST_005841,Low Risk/Stable,Silver,0.14110133
CUST_005842,Low Risk/Stable,Platinum,0.058463175
CUST_005843,High Risk,Silver,0.48923743
CUST_005844,Low Risk/Stable,Silver,0.1463656
CUST_005845,Medium Risk,Gold,0.18317087
CUST_005846,Low Risk/Stable,Silver,0.06724955
CUST_005847,Medium Risk,Silver,0.2452082
CUST_005848,Low Risk/Stable,Silver,0.1337241
CUST_005849,Low Risk/Stable,Silver,0.08408024
CUST_005850,Low Risk/Stable,Silver,0.06941882
CUST_005851,Low Risk/Stable,Gold,0.049257856
CUST_005852,High Risk,Silver,0.40933898
CUST_005853,Low Risk/Stable,Silver,0.07721391
CUST_005854,Low Risk/Stable,Gold,0.1325133
CUST_005855,Low Risk/Stable,Silver,0.092064545
CUST_005856,Low Risk/Stable,Silver,0.06788059
CUST_005857,Medium Risk,Silver,0.31113583
CUST_005858,Low Risk/Stable,Platinum,0.075583495
CUST_005859,Critical,Silver,0.70160425
CUST_005860,Low Risk/Stable,Silver,0.06334068
CUST_005861,Low Risk/Stable,Platinum,0.14887613
CUST_005862,Low Risk/Stable,Silver,0.14111671
CUST_005863,High Risk,Silver,0.6239668
CUST_005864,Medium Risk,Silver,0.35687822
CUST_005865,High Risk,Silver,0.6745841
CUST_005866,Low Risk/Stable,Silver,0.09878193
CUST_005867,Low Risk/Stable,Silver,0.05897833
CUST_005868,Low Risk/Stable,Gold,0.09023184
CUST_005869,Medium Risk,Platinum,0.21600172
CUST_005870,Low Risk/Stable,Silver,0.06959874
CUST_005871,High Risk,Silver,0.55726534
CUST_005872,High Risk,Silver,0.5557337
CUST_005873,Low Risk/Stable,Platinum,0.112788126
CUST_005874,Medium Risk,Silver,0.17848015
CUST_005875,Low Risk/Stable,Silver,0.1493081
CUST_005876,Low Risk/Stable,Gold,0.080685385
CUST_005877,Low Risk/Stable,Silver,0.09513846
CUST_005878,Medium Risk,Gold,0.24118751
CUST_005879,Medium Risk,Silver,0.19224836
CUST_005880,Low Risk/Stable,Silver,0.09937193
CUST_005881,Medium Risk,Silver,0.24533075
CUST_005882,Low Risk/Stable,Silver,0.12790304
CUST_005883,Medium Risk,Silver,0.23766208
CUST_005884,Low Risk/Stable,Silver,0.06392325
CUST_005885,High Risk,Silver,0.5934894
CUST_005886,Low Risk/Stable,Platinum,0.046836514
CUST_005887,Low Risk/Stable,Silver,0.10662724
CUST_005888,High Risk,Silver,0.65483755
CUST_005889,Medium Risk,Gold,0.15048875
CUST_005890,Low Risk/Stable,Silver,0.11972918
CUST_005891,High Risk,Silver,0.44731474
CUST_005892,Low Risk/Stable,Silver,0.07011173
CUST_005893,Low Risk/Stable,Gold,0.115805335
CUST_005894,High Risk,Silver,0.5127677
CUST_005895,Medium Risk,Silver,0.15246764
CUST_005896,Medium Risk,Gold,0.30667114
CUST_005897,Medium Risk,Silver,0.2191158
CUST_005898,High Risk,Silver,0.4811742
CUST_005899,Low Risk/Stable,Silver,0.07202822
CUST_005900,Medium Risk,Silver,0.17626736
CUST_005901,Medium Risk,Silver,0.17869155
CUST_005902,Low Risk/Stable,Silver,0.07480779
CUST_005903,Medium Risk,Silver,0.3874938
CUST_005904,Low Risk/Stable,Silver,0.11308748
CUST_005905,Low Risk/Stable,Silver,0.07853682
CUST_005906,Low Risk/Stable,Platinum,0.12885034
CUST_005907,Medium Risk,Silver,0.16780864
CUST_005908,Medium Risk,Silver,0.30423483
CUST_005909,High Risk,Silver,0.4879539
CUST_005910,Low Risk/Stable,Silver,0.056839332
CUST_005911,Low Risk/Stable,Platinum,0.10507897
CUST_005912,Medium Risk,Silver,0.27334964
CUST_005913,Critical,Silver,0.8142655
CUST_005914,Medium Risk,Silver,0.38330832
CUST_005915,Critical,Silver,0.7973017
CUST_005916,Low Risk/Stable,Silver,0.06428152
CUST_005917,Low Risk/Stable,Silver,0.08899252
CUST_005918,Low Risk/Stable,Silver,0.12718293
CUST_005919,Low Risk/Stable,Silver,0.079766124
CUST_005920,Medium Risk,Silver,0.18212311
CUST_005921,Low Risk/Stable,Platinum,0.0562264
CUST_005922,High Risk,Silver,0.4437661
CUST_005923,Medium Risk,Silver,0.25565478
CUST_005924,Medium Risk,Silver,0.19693767
CUST_005925,Medium Risk,Gold,0.26419088
CUST_005926,Medium Risk,Silver,0.22895567
CUST_005927,Low Risk/Stable,Platinum,0.11847106
CUST_005928,Low Risk/Stable,Silver,0.0737339
CUST_005929,Low Risk/Stable,Gold,0.1308554
CUST_005930,High Risk,Silver,0.6220738
CUST_005931,Low Risk/Stable,Silver,0.10418499
CUST_005932,Low Risk/Stable,Silver,0.06878686
CUST_005933,Low Risk/Stable,Silver,0.1467207
CUST_005934,Medium Risk,Platinum,0.3151282
CUST_005935,Low Risk/Stable,Silver,0.056588296
CUST_005936,Medium Risk,Platinum,0.32659683
CUST_005937,Low Risk/Stable,Gold,0.05792605
CUST_005938,Medium Risk,Silver,0.3303964
CUST_005939,Low Risk/Stable,Gold,0.09826288
CUST_005940,Low Risk/Stable,Silver,0.068147115
CUST_005941,Medium Risk,Silver,0.3189739
CUST_005942,Low Risk/Stable,Silver,0.06664858
CUST_005943,Low Risk/Stable,Gold,0.09314918
CUST_005944,Low Risk/Stable,Silver,0.05750992
CUST_005945,Low Risk/Stable,Silver,0.13508596
CUST_005946,Low Risk/Stable,Silver,0.080975875
CUST_005947,Low Risk/Stable,Silver,0.091032684
CUST_005948,Critical,Silver,0.71031237
CUST_005949,Low Risk/Stable,Silver,0.109009035
CUST_005950,Low Risk/Stable,Silver,0.12496815
CUST_005951,Low Risk/Stable,Silver,0.12526765
CUST_005952,Low Risk/Stable,Silver,0.111644536
CUST_005953,Medium Risk,Silver,0.35969234
CUST_005954,Low Risk/Stable,Silver,0.08327539
CUST_005955,Low Risk/Stable,Platinum,0.07473584
CUST_005956,Low Risk/Stable,Gold,0.08409525
CUST_005957,Low Risk/Stable,Gold,0.059802443
CUST_005958,High Risk,Silver,0.470002
CUST_005959,Low Risk/Stable,Platinum,0.1313614
CUST_005960,Low Risk/Stable,Silver,0.05557017
CUST_005961,Low Risk/Stable,Silver,0.078072265
CUST_005962,Medium Risk,Silver,0.19451314
CUST_005963,Low Risk/Stable,Silver,0.10426898
CUST_005964,Low Risk/Stable,Silver,0.08502905
CUST_005965,Low Risk/Stable,Silver,0.06921932
CUST_005966,Low Risk/Stable,Silver,0.07337907
CUST_005967,Low Risk/Stable,Silver,0.08785009
CUST_005968,Low Risk/Stable,Silver,0.1025244
CUST_005969,Low Risk/Stable,Silver,0.09633609
CUST_005970,Low Risk/Stable,Silver,0.11222636
CUST_005971,High Risk,Silver,0.49395978
CUST_005972,Low Risk/Stable,Silver,0.09876637
CUST_005973,Low Risk/Stable,Platinum,0.10174313
CUST_005974,High Risk,Gold,0.43272385
CUST_005975,Low Risk/Stable,Silver,0.06540024
CUST_005976,Medium Risk,Platinum,0.15499212
CUST_005977,High Risk,Silver,0.5611745
CUST_005978,Low Risk/Stable,Silver,0.09378793
CUST_005979,Low Risk/Stable,Platinum,0.10084857
CUST_005980,Low Risk/Stable,Silver,0.10609465
CUST_005981,Low Risk/Stable,Silver,0.056650385
CUST_005982,Medium Risk,Gold,0.2652099
CUST_005983,Low Risk/Stable,Silver,0.11866093
CUST_005984,Medium Risk,Platinum,0.17309429
CUST_005985,Low Risk/Stable,Gold,0.12070809
CUST_005986,Low Risk/Stable,Silver,0.083356716
CUST_005987,Medium Risk,Silver,0.21305354
CUST_005988,Low Risk/Stable,Silver,0.093485616
CUST_005989,Medium Risk,Silver,0.25873134
CUST_005990,Low Risk/Stable,Silver,0.06275186
CUST_005991,High Risk,Silver,0.4687821
CUST_005992,Low Risk/Stable,Gold,0.07743627
CUST_005993,Low Risk/Stable,Platinum,0.11046998
CUST_005994,Low Risk/Stable,Silver,0.12691876
CUST_005995,Low Risk/Stable,Silver,0.07122121
CUST_005996,Low Risk/Stable,Gold,0.08816622
CUST_005997,Low Risk/Stable,Platinum,0.12548196
CUST_005998,Medium Risk,Silver,0.31975728
CUST_005999,Low Risk/Stable,Silver,0.111954965
CUST_006000,Medium Risk,Silver,0.25492588
CUST_006001,Low Risk/Stable,Silver,0.0644796
CUST_006002,Low Risk/Stable,Silver,0.081594296
CUST_006003,Low Risk/Stable,Silver,0.06134862
CUST_006004,Low Risk/Stable,Silver,0.10651244
CUST_006005,Medium Risk,Gold,0.1507246
CUST_006006,Low Risk/Stable,Silver,0.09691825
CUST_006007,Low Risk/Stable,Silver,0.09674472
CUST_006008,Medium Risk,Silver,0.29482308
CUST_006009,Medium Risk,Silver,0.2673861
CUST_006010,Low Risk/Stable,Silver,0.05073643
CUST_006011,Low Risk/Stable,Gold,0.11851747
CUST_006012,Medium Risk,Platinum,0.30996293
CUST_006013,Low Risk/Stable,Silver,0.074532814
CUST_006014,Medium Risk,Silver,0.30030018
CUST_006015,Low Risk/Stable,Silver,0.07111854
CUST_006016,Low Risk/Stable,Gold,0.09554951
CUST_006017,Low Risk/Stable,Platinum,0.07949193
CUST_006018,Medium Risk,Silver,0.21416482
CUST_006019,Low Risk/Stable,Silver,0.09072563
CUST_006020,Medium Risk,Silver,0.39440677
CUST_006021,Medium Risk,Silver,0.16940905
CUST_006022,High Risk,Silver,0.6038494
CUST_006023,Low Risk/Stable,Platinum,0.09735107
CUST_006024,Medium Risk,Silver,0.16230446
CUST_006025,Low Risk/Stable,Gold,0.092978396
CUST_006026,Low Risk/Stable,Silver,0.09758387
CUST_006027,Medium Risk,Silver,0.16000086
CUST_006028,Low Risk/Stable,Silver,0.1380986
CUST_006029,High Risk,Silver,0.41032487
CUST_006030,Medium Risk,Platinum,0.16637269
CUST_006031,Medium Risk,Platinum,0.15312912
CUST_006032,Low Risk/Stable,Gold,0.07660845
CUST_006033,Low Risk/Stable,Silver,0.13452572
CUST_006034,Low Risk/Stable,Silver,0.1432408
CUST_006035,Low Risk/Stable,Silver,0.07445667
CUST_006036,Low Risk/Stable,Silver,0.11423848
CUST_006037,Low Risk/Stable,Silver,0.08958313
CUST_006038,Medium Risk,Silver,0.22297949
CUST_006039,Low Risk/Stable,Silver,0.1136277
